code,country,measure,unit_of_measure,statistical_operation,year,available_adult_icu_beds,observation_status
AUT,Austria,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,3.34,
AUT,Austria,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,3.45,
AUT,Austria,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,3.47,
AUT,Austria,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2004,24.41,
AUT,Austria,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2005,24.86,
AUT,Austria,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2006,25.5,
AUT,Austria,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2007,26.47,
AUT,Austria,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2008,26.65,
AUT,Austria,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2009,27.1,
AUT,Austria,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2010,27.46,
AUT,Austria,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2011,27.48,
AUT,Austria,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2012,27.97,
AUT,Austria,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2013,27.9,
AUT,Austria,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2014,27.67,
AUT,Austria,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,27.45,
AUT,Austria,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,27.7,
AUT,Austria,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,27.62,
AUT,Austria,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,27.73,
AUT,Austria,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,27.81,
FRA,France,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,15.96,
FRA,France,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,16.12,
FRA,France,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,16.31,
FRA,France,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,16.23,
FRA,France,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,16.38,
FRA,France,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,26.61,
FRA,France,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,26.89,
FRA,France,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,27.24,
FRA,France,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,27.16,
FRA,France,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,27.31,
FRA,France,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,31.08,
FRA,France,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,31.41,
FRA,France,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,31.8,
FRA,France,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,31.73,
FRA,France,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,31.97,
FIN,Finland,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,5.45,Definition differs
FIN,Finland,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,5.44,Definition differs
FIN,Finland,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,5.43,Definition differs
FIN,Finland,Adult critical care hospital beds,Per 100 000 inhabitants,Maximum,2015,5.47,
FIN,Finland,Adult critical care hospital beds,Per 100 000 inhabitants,Maximum,2016,5.46,
FIN,Finland,Adult critical care hospital beds,Per 100 000 inhabitants,Maximum,2017,5.45,
FIN,Finland,Adult critical care hospital beds,Per 100 000 inhabitants,Maximum,2018,5.44,
FIN,Finland,Adult critical care hospital beds,Per 100 000 inhabitants,Maximum,2019,5.43,
FIN,Finland,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,5.47,Definition differs
EST,Estonia,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,36.96,Definition differs
EST,Estonia,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,37.8,Definition differs
EST,Estonia,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,37.71,Definition differs
EST,Estonia,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,38.12,Definition differs
EST,Estonia,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,31.79,Definition differs
EST,Estonia,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,31.79,Definition differs
EST,Estonia,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,30.91,Definition differs
EST,Estonia,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,30.98,Definition differs
EST,Estonia,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,31.11,Definition differs
EST,Estonia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,37.42,
EST,Estonia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,36.96,
EST,Estonia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,37.8,
EST,Estonia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,37.71,
EST,Estonia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,38.12,
CZE,Czechia,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,43.95,
CZE,Czechia,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,43.2,
CZE,Czechia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,52.77,
CZE,Czechia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,52.01,
CZE,Czechia,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,4.24,
CZE,Czechia,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,4.26,
CZE,Czechia,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,7.24,
CZE,Czechia,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,7.26,
CZE,Czechia,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,4.57,
CZE,Czechia,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,4.56,
CRI,Costa Rica,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,2.98,
CRI,Costa Rica,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,2.91,
CRI,Costa Rica,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,1.62,
CRI,Costa Rica,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,1.44,
CAN,Canada,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,4.22,
CAN,Canada,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,4.31,
CAN,Canada,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,4.32,
CAN,Canada,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,16.64,
CAN,Canada,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,16.77,
CAN,Canada,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,16.82,
CAN,Canada,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,16.83,
CAN,Canada,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,16.99,
CAN,Canada,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,11.84,
CAN,Canada,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,11.88,
CAN,Canada,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,11.99,
CAN,Canada,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,11.92,
CAN,Canada,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,12.07,
ISR,Israel,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,1.67,
ISR,Israel,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,1.65,
ISR,Israel,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,1.64,
ISR,Israel,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,1.7,
ISR,Israel,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,1.78,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Maximum,2015,10.07,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Maximum,2016,10.12,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Maximum,2017,10.18,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Maximum,2018,10.2,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Maximum,2019,10.34,
ISR,Israel,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,9.51,
ISR,Israel,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,9.47,
ISR,Israel,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,9.46,
IRL,Ireland,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,5.08,
IRL,Ireland,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,4.94,
IRL,Ireland,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,5.01,
IRL,Ireland,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,5.13,
IRL,Ireland,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,5.18,
HUN,Hungary,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Maximum,2019,11.27,
HUN,Hungary,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,11.44,
HUN,Hungary,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,11.47,
HUN,Hungary,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,11.43,
HUN,Hungary,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,11.28,
HUN,Hungary,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,11.27,
HUN,Hungary,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,2.01,
HUN,Hungary,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,18.71,
HUN,Hungary,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,5.43,
GRC,Greece,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,14.59,
GRC,Greece,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,24.95,
GRC,Greece,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,6.75,
GRC,Greece,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,17.53,
GRC,Greece,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,0.66,
DEU,Germany,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,30.08,
DEU,Germany,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,30.06,
DEU,Germany,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,30.37,
DEU,Germany,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,29.58,
DEU,Germany,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,28.21,
DEU,Germany,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,1.15,
DEU,Germany,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,1.07,
DEU,Germany,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,1.16,
DEU,Germany,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,1.17,
DEU,Germany,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,1.2,
DEU,Germany,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,2.41,
DEU,Germany,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,2.4,
DEU,Germany,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,2.37,
DEU,Germany,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,2.38,
DEU,Germany,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,2.27,
DEU,Germany,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,33.65,
DEU,Germany,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,33.53,
DEU,Germany,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,33.91,
DEU,Germany,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,33.13,
DEU,Germany,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,31.67,
FRA,France,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,1.56,
FRA,France,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,1.63,
FRA,France,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,1.67,
FRA,France,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,1.68,
FRA,France,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,1.8,
FRA,France,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,2.9,
FRA,France,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,2.89,
FRA,France,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,2.89,
FRA,France,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,2.88,
FRA,France,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,2.86,
LVA,Latvia,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,9.81,
LVA,Latvia,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,9.64,
LVA,Latvia,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,9.53,
LVA,Latvia,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,9.86,
LVA,Latvia,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,11.08,
LVA,Latvia,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,9.81,Definition differs
KOR,Korea,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,3.57,
KOR,Korea,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,19.97,
KOR,Korea,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,0.28,
JPN,Japan,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,17.81,
JPN,Japan,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,18.05,
JPN,Japan,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,18.27,
JPN,Japan,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,18.65,
JPN,Japan,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,9.37,
JPN,Japan,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,9.47,
JPN,Japan,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,9.3,
JPN,Japan,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,9.17,
JPN,Japan,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,9.16,
JPN,Japan,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,0.04,
JPN,Japan,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,0.07,
JPN,Japan,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,0.07,
JPN,Japan,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,0.07,
JPN,Japan,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,0.09,
JPN,Japan,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,4.47,
JPN,Japan,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,4.62,
JPN,Japan,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,4.7,
JPN,Japan,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,4.76,
JPN,Japan,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,4.86,
JPN,Japan,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,12.81,
JPN,Japan,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,13.12,
JPN,Japan,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,13.29,
JPN,Japan,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,13.44,
JPN,Japan,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,13.71,
ITA,Italy,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,9.96,Definition differs
ITA,Italy,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,10.11,Definition differs
ITA,Italy,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,10.27,Definition differs
ITA,Italy,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,10.35,Definition differs
ITA,Italy,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,10.41,Definition differs
ITA,Italy,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,1.88,Definition differs
ITA,Italy,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,1.91,Definition differs
ITA,Italy,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,1.87,Definition differs
ITA,Italy,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,1.8,Definition differs
ITA,Italy,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,1.88,Definition differs
ITA,Italy,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,8.07,
ITA,Italy,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,8.2,
ITA,Italy,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,8.4,
ITA,Italy,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,8.55,
ITA,Italy,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,8.53,
ITA,Italy,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,8.07,Definition differs
ITA,Italy,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,8.2,Definition differs
ITA,Italy,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,8.4,Definition differs
ITA,Italy,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,8.55,Definition differs
ITA,Italy,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,8.53,Definition differs
ISR,Israel,Adult critical care hospital beds,Per 100 000 inhabitants,Maximum,2015,9.53,
ISR,Israel,Adult critical care hospital beds,Per 100 000 inhabitants,Maximum,2016,9.6,
ISR,Israel,Adult critical care hospital beds,Per 100 000 inhabitants,Maximum,2017,9.62,
ISR,Israel,Adult critical care hospital beds,Per 100 000 inhabitants,Maximum,2018,9.6,
ISR,Israel,Adult critical care hospital beds,Per 100 000 inhabitants,Maximum,2019,9.75,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,10.05,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,9.99,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,9.99,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,10.13,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,10.17,
ISR,Israel,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,20.85,
ISR,Israel,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,20.75,
ISR,Israel,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,20.72,
ISR,Israel,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,20.88,
ISR,Israel,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,20.94,
ISR,Israel,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,9.13,
ISR,Israel,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,9.1,
ISR,Israel,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,9.09,
ISR,Israel,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,9.05,
ISR,Israel,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,8.99,
ISR,Israel,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,9.54,
ISR,Israel,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,9.59,
PRT,Portugal,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,2.46,
PRT,Portugal,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,2.29,
PRT,Portugal,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,2.17,
PRT,Portugal,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,11.46,
PRT,Portugal,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,11.68,
PRT,Portugal,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,11.45,
PRT,Portugal,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,11.5,
PRT,Portugal,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,12.0,
PRT,Portugal,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,8.35,
PRT,Portugal,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,8.51,
PRT,Portugal,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,8.34,
PRT,Portugal,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,8.5,
PRT,Portugal,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,8.9,
NZL,New Zealand,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,2.99,Definition differs
NZL,New Zealand,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,2.99,
NLD,Netherlands,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,6.98,Estimated value
NLD,Netherlands,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,6.95,Definition differs
NLD,Netherlands,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,7.02,Definition differs
NLD,Netherlands,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,6.98,Estimated value
NLD,Netherlands,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Maximum,2015,13.03,
NLD,Netherlands,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Maximum,2016,12.55,
NLD,Netherlands,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Maximum,2017,12.0,
NLD,Netherlands,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,7.13,
NLD,Netherlands,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,7.1,
NLD,Netherlands,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,6.95,
NLD,Netherlands,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,7.13,Definition differs
