code,country,year,med_tech_availability_p_mil_ppl
HRV,Croatia,2018,1.0
HRV,Croatia,2018,140.0
HRV,Croatia,2018,17.0
HRV,Croatia,2018,26.0
HRV,Croatia,2018,55.0
HRV,Croatia,2018,61.0
HRV,Croatia,2018,21.0
HRV,Croatia,2018,19.0
HRV,Croatia,2018,34.0
HRV,Croatia,2018,23.0
HRV,Croatia,2018,4.0
HRV,Croatia,2018,85.0
HRV,Croatia,2018,5.0
HRV,Croatia,2018,80.0
HRV,Croatia,2018,25.0
HRV,Croatia,2018,1.0
HRV,Croatia,2018,0.49
HRV,Croatia,2018,0.24
HRV,Croatia,2018,13.45
HRV,Croatia,2018,4.16
HRV,Croatia,2018,6.12
HRV,Croatia,2018,20.79
HRV,Croatia,2018,19.57
HRV,Croatia,2018,5.14
HRV,Croatia,2018,14.92
HRV,Croatia,2018,8.32
HRV,Croatia,2018,4.65
HRV,Croatia,2018,34.25
HRV,Croatia,2018,1.22
HRV,Croatia,2018,0.24
HRV,Croatia,2018,0.98
HRV,Croatia,2018,12.48
HRV,Croatia,2018,6.36
HRV,Croatia,2018,5.63
HRV,Croatia,2019,51.0
HRV,Croatia,2019,0.0
HRV,Croatia,2019,139.0
HRV,Croatia,2019,17.0
HRV,Croatia,2019,1.0
HRV,Croatia,2019,1.0
HRV,Croatia,2019,27.0
HRV,Croatia,2019,56.0
HRV,Croatia,2019,61.0
HRV,Croatia,2019,24.0
HRV,Croatia,2019,20.0
HRV,Croatia,2019,34.0
HRV,Croatia,2019,24.0
HRV,Croatia,2019,4.0
HRV,Croatia,2019,83.0
HRV,Croatia,2019,5.0
HRV,Croatia,2019,81.0
HRV,Croatia,2019,26.0
HRV,Croatia,2019,0.0
HRV,Croatia,2019,0.25
HRV,Croatia,2019,13.78
HRV,Croatia,2019,4.18
HRV,Croatia,2019,6.4
HRV,Croatia,2019,20.42
HRV,Croatia,2019,19.93
HRV,Croatia,2019,5.9
HRV,Croatia,2019,15.01
HRV,Croatia,2019,8.36
HRV,Croatia,2019,4.92
HRV,Croatia,2019,34.19
HRV,Croatia,2019,1.23
HRV,Croatia,2019,0.25
HRV,Croatia,2019,0.98
HRV,Croatia,2019,12.55
HRV,Croatia,2019,6.64
HRV,Croatia,2019,5.9
HUN,Hungary,2000,58.0
HUN,Hungary,2000,84.0
HUN,Hungary,2000,1.0
HUN,Hungary,2000,23.0
HUN,Hungary,2000,96.0
HUN,Hungary,2000,18.0
HUN,Hungary,2000,0.1
HUN,Hungary,2000,9.4
HUN,Hungary,2000,5.68
HUN,Hungary,2000,1.76
HUN,Hungary,2000,2.25
HUN,Hungary,2000,8.23
HUN,Hungary,2001,61.0
HUN,Hungary,2001,85.0
HUN,Hungary,2001,1.0
HUN,Hungary,2001,24.0
HUN,Hungary,2001,106.0
HUN,Hungary,2001,20.0
HUN,Hungary,2001,0.1
HUN,Hungary,2001,10.4
HUN,Hungary,2001,5.99
HUN,Hungary,2001,1.96
HUN,Hungary,2001,2.36
HUN,Hungary,2001,8.34
HUN,Hungary,2002,64.0
HUN,Hungary,2002,91.0
HUN,Hungary,2002,1.0
HUN,Hungary,2002,116.0
HUN,Hungary,2002,25.0
HUN,Hungary,2002,23.0
HUN,Hungary,2002,0.1
HUN,Hungary,2002,11.42
HUN,Hungary,2002,6.3
HUN,Hungary,2002,2.26
HUN,Hungary,2002,2.46
HUN,Hungary,2002,8.96
HUN,Hungary,2003,66.0
HUN,Hungary,2003,98.0
HUN,Hungary,2003,1.0
HUN,Hungary,2003,120.0
HUN,Hungary,2003,27.0
HUN,Hungary,2003,26.0
HUN,Hungary,2003,0.1
HUN,Hungary,2003,11.85
HUN,Hungary,2003,6.52
HUN,Hungary,2003,2.57
HUN,Hungary,2003,2.67
HUN,Hungary,2003,9.67
HUN,Hungary,2004,69.0
HUN,Hungary,2004,102.0
HUN,Hungary,2004,3.0
HUN,Hungary,2004,127.0
HUN,Hungary,2004,27.0
HUN,Hungary,2004,26.0
HUN,Hungary,2004,0.3
HUN,Hungary,2004,12.57
HUN,Hungary,2004,6.83
HUN,Hungary,2004,2.57
HUN,Hungary,2004,2.67
HUN,Hungary,2004,10.09
HUN,Hungary,2005,72.0
HUN,Hungary,2005,103.0
HUN,Hungary,2005,5.0
HUN,Hungary,2005,132.0
HUN,Hungary,2005,27.0
HUN,Hungary,2005,26.0
HUN,Hungary,2005,0.5
HUN,Hungary,2005,13.09
HUN,Hungary,2005,7.14
HUN,Hungary,2005,2.58
HUN,Hungary,2005,2.68
HUN,Hungary,2005,10.21
HUN,Hungary,2006,73.0
HUN,Hungary,2006,108.0
HUN,Hungary,2006,6.0
HUN,Hungary,2006,135.0
HUN,Hungary,2006,28.0
HUN,Hungary,2006,26.0
HUN,Hungary,2006,10.72
HUN,Hungary,2006,0.6
HUN,Hungary,2006,13.4
HUN,Hungary,2006,7.25
HUN,Hungary,2006,2.58
HUN,Hungary,2006,2.78
HUN,Hungary,2007,73.0
HUN,Hungary,2007,119.0
HUN,Hungary,2007,6.0
HUN,Hungary,2007,142.0
HUN,Hungary,2007,34.0
HUN,Hungary,2007,28.0
HUN,Hungary,2007,11.83
HUN,Hungary,2007,0.6
HUN,Hungary,2007,14.12
HUN,Hungary,2007,7.26
HUN,Hungary,2007,2.78
HUN,Hungary,2007,3.38
HUN,Hungary,2008,71.0
HUN,Hungary,2008,102.0
HUN,Hungary,2008,6.0
HUN,Hungary,2008,142.0
HUN,Hungary,2008,34.0
HUN,Hungary,2008,28.0
HUN,Hungary,2008,10.16
HUN,Hungary,2008,0.6
HUN,Hungary,2008,14.15
HUN,Hungary,2008,7.07
HUN,Hungary,2008,2.79
HUN,Hungary,2008,3.39
HUN,Hungary,2009,72.0
HUN,Hungary,2009,109.0
HUN,Hungary,2009,4.0
HUN,Hungary,2009,146.0
HUN,Hungary,2009,41.0
HUN,Hungary,2009,28.0
HUN,Hungary,2009,10.87
HUN,Hungary,2009,0.4
HUN,Hungary,2009,14.57
HUN,Hungary,2009,7.18
HUN,Hungary,2009,2.79
HUN,Hungary,2009,4.09
HUN,Hungary,2010,73.0
HUN,Hungary,2010,109.0
HUN,Hungary,2010,4.0
HUN,Hungary,2010,144.0
HUN,Hungary,2010,41.0
HUN,Hungary,2010,30.0
HUN,Hungary,2010,10.9
HUN,Hungary,2010,0.4
HUN,Hungary,2010,14.4
HUN,Hungary,2010,7.3
HUN,Hungary,2010,3.0
HUN,Hungary,2010,4.1
HUN,Hungary,2011,73.0
HUN,Hungary,2011,109.0
HUN,Hungary,2011,4.0
HUN,Hungary,2011,144.0
HUN,Hungary,2011,42.0
HUN,Hungary,2011,30.0
HUN,Hungary,2011,10.94
HUN,Hungary,2011,0.4
HUN,Hungary,2011,14.46
HUN,Hungary,2011,7.33
HUN,Hungary,2011,3.01
HUN,Hungary,2011,4.22
HUN,Hungary,2012,76.0
HUN,Hungary,2012,108.0
HUN,Hungary,2012,4.0
HUN,Hungary,2012,143.0
HUN,Hungary,2012,42.0
HUN,Hungary,2012,28.0
HUN,Hungary,2012,10.89
HUN,Hungary,2012,0.4
HUN,Hungary,2012,14.42
HUN,Hungary,2012,7.66
HUN,Hungary,2012,2.82
HUN,Hungary,2012,4.23
HUN,Hungary,2013,78.0
HUN,Hungary,2013,113.0
HUN,Hungary,2013,4.0
HUN,Hungary,2013,144.0
HUN,Hungary,2013,47.0
HUN,Hungary,2013,30.0
HUN,Hungary,2013,11.42
HUN,Hungary,2013,0.4
HUN,Hungary,2013,14.56
HUN,Hungary,2013,7.88
HUN,Hungary,2013,3.03
HUN,Hungary,2013,4.75
HUN,Hungary,2014,82.0
HUN,Hungary,2014,113.0
HUN,Hungary,2014,5.0
HUN,Hungary,2014,144.0
HUN,Hungary,2014,45.0
HUN,Hungary,2014,31.0
HUN,Hungary,2014,11.45
HUN,Hungary,2014,0.51
HUN,Hungary,2014,14.6
HUN,Hungary,2014,8.31
HUN,Hungary,2014,3.14
HUN,Hungary,2014,4.56
HUN,Hungary,2015,83.0
HUN,Hungary,2015,113.0
HUN,Hungary,2015,5.0
HUN,Hungary,2015,144.0
HUN,Hungary,2015,45.0
HUN,Hungary,2015,35.0
HUN,Hungary,2015,11.48
HUN,Hungary,2015,0.51
HUN,Hungary,2015,14.63
HUN,Hungary,2015,8.43
HUN,Hungary,2015,3.56
HUN,Hungary,2015,4.57
HUN,Hungary,2016,87.0
HUN,Hungary,2016,114.0
HUN,Hungary,2016,6.0
HUN,Hungary,2016,145.0
HUN,Hungary,2016,46.0
HUN,Hungary,2016,39.0
HUN,Hungary,2016,11.62
HUN,Hungary,2016,0.61
HUN,Hungary,2016,14.77
HUN,Hungary,2016,8.86
HUN,Hungary,2016,3.97
HUN,Hungary,2016,4.69
HUN,Hungary,2017,90.0
HUN,Hungary,2017,114.0
HUN,Hungary,2017,9.0
HUN,Hungary,2017,150.0
HUN,Hungary,2017,46.0
HUN,Hungary,2017,46.0
HUN,Hungary,2017,11.65
HUN,Hungary,2017,0.92
HUN,Hungary,2017,15.32
HUN,Hungary,2017,9.19
HUN,Hungary,2017,4.7
HUN,Hungary,2017,4.7
HUN,Hungary,2018,92.0
HUN,Hungary,2018,9.0
HUN,Hungary,2018,48.0
HUN,Hungary,2018,0.92
HUN,Hungary,2018,9.41
HUN,Hungary,2018,4.91
HUN,Hungary,2019,92.0
HUN,Hungary,2019,9.0
HUN,Hungary,2019,48.0
HUN,Hungary,2019,0.92
HUN,Hungary,2019,9.42
HUN,Hungary,2019,4.91
IRL,Ireland,2005,52.0
IRL,Ireland,2005,44.0
IRL,Ireland,2005,29.0
IRL,Ireland,2005,10.64
IRL,Ireland,2005,12.58
IRL,Ireland,2005,7.01
IRL,Ireland,2006,59.0
IRL,Ireland,2006,54.0
IRL,Ireland,2006,34.0
IRL,Ireland,2006,34.0
IRL,Ireland,2006,12.76
IRL,Ireland,2006,8.03
IRL,Ireland,2006,13.94
IRL,Ireland,2006,8.03
IRL,Ireland,2007,62.0
IRL,Ireland,2007,62.0
IRL,Ireland,2007,37.0
IRL,Ireland,2007,38.0
IRL,Ireland,2007,6.0
IRL,Ireland,2007,14.17
IRL,Ireland,2007,8.46
IRL,Ireland,2007,14.17
IRL,Ireland,2007,8.68
IRL,Ireland,2007,1.37
IRL,Ireland,2008,63.0
IRL,Ireland,2008,64.0
IRL,Ireland,2008,40.0
IRL,Ireland,2008,24.0
IRL,Ireland,2008,38.0
IRL,Ireland,2008,7.0
IRL,Ireland,2008,24.0
IRL,Ireland,2008,14.27
IRL,Ireland,2008,8.92
IRL,Ireland,2008,5.35
IRL,Ireland,2008,14.05
IRL,Ireland,2008,8.47
IRL,Ireland,2008,5.35
IRL,Ireland,2008,1.56
IRL,Ireland,2009,63.0
IRL,Ireland,2009,68.0
IRL,Ireland,2009,0.0
IRL,Ireland,2009,53.0
IRL,Ireland,2009,29.0
IRL,Ireland,2009,38.0
IRL,Ireland,2009,7.0
IRL,Ireland,2009,29.0
IRL,Ireland,2009,15.0
IRL,Ireland,2009,38.0
IRL,Ireland,2009,15.0
IRL,Ireland,2009,11.69
IRL,Ireland,2009,6.4
IRL,Ireland,2009,13.9
IRL,Ireland,2009,8.38
IRL,Ireland,2009,0.0
IRL,Ireland,2009,3.31
IRL,Ireland,2009,6.4
IRL,Ireland,2009,1.54
IRL,Ireland,2009,8.38
IRL,Ireland,2010,66.0
IRL,Ireland,2010,70.0
IRL,Ireland,2010,0.0
IRL,Ireland,2010,56.0
IRL,Ireland,2010,29.0
IRL,Ireland,2010,38.0
IRL,Ireland,2010,7.0
IRL,Ireland,2010,29.0
IRL,Ireland,2010,15.0
IRL,Ireland,2010,41.0
IRL,Ireland,2010,12.29
IRL,Ireland,2010,6.37
IRL,Ireland,2010,14.49
IRL,Ireland,2010,8.34
IRL,Ireland,2010,15.37
IRL,Ireland,2010,0.0
IRL,Ireland,2010,3.29
IRL,Ireland,2010,6.37
IRL,Ireland,2010,1.54
IRL,Ireland,2010,9.0
IRL,Ireland,2011,64.0
IRL,Ireland,2011,72.0
IRL,Ireland,2011,0.0
IRL,Ireland,2011,60.0
IRL,Ireland,2011,29.0
IRL,Ireland,2011,42.0
IRL,Ireland,2011,7.0
IRL,Ireland,2011,29.0
IRL,Ireland,2011,15.0
IRL,Ireland,2011,45.0
IRL,Ireland,2011,13.11
IRL,Ireland,2011,6.34
IRL,Ireland,2011,13.99
IRL,Ireland,2011,9.18
IRL,Ireland,2011,15.74
IRL,Ireland,2011,0.0
IRL,Ireland,2011,3.28
IRL,Ireland,2011,6.34
IRL,Ireland,2011,1.53
IRL,Ireland,2011,9.84
IRL,Ireland,2012,63.0
IRL,Ireland,2012,77.0
IRL,Ireland,2012,0.0
IRL,Ireland,2012,57.0
IRL,Ireland,2012,30.0
IRL,Ireland,2012,46.0
IRL,Ireland,2012,8.0
IRL,Ireland,2012,30.0
IRL,Ireland,2012,12.0
IRL,Ireland,2012,45.0
IRL,Ireland,2012,12.41
IRL,Ireland,2012,6.53
IRL,Ireland,2012,13.71
IRL,Ireland,2012,10.01
IRL,Ireland,2012,16.76
IRL,Ireland,2012,0.0
IRL,Ireland,2012,2.61
IRL,Ireland,2012,6.53
IRL,Ireland,2012,1.74
IRL,Ireland,2012,9.8
IRL,Ireland,2013,62.0
IRL,Ireland,2013,82.0
IRL,Ireland,2013,0.0
IRL,Ireland,2013,61.0
IRL,Ireland,2013,30.0
IRL,Ireland,2013,45.0
IRL,Ireland,2013,8.0
IRL,Ireland,2013,30.0
IRL,Ireland,2013,16.0
IRL,Ireland,2013,45.0
IRL,Ireland,2013,9.75
IRL,Ireland,2013,6.5
IRL,Ireland,2013,13.22
IRL,Ireland,2013,13.43
IRL,Ireland,2013,9.75
IRL,Ireland,2013,17.77
IRL,Ireland,2013,0.0
IRL,Ireland,2013,3.47
IRL,Ireland,2013,6.5
IRL,Ireland,2013,1.73
IRL,Ireland,2014,61.0
IRL,Ireland,2014,77.0
IRL,Ireland,2014,0.0
IRL,Ireland,2014,62.0
IRL,Ireland,2014,29.0
IRL,Ireland,2014,42.0
IRL,Ireland,2014,8.0
IRL,Ireland,2014,29.0
IRL,Ireland,2014,13.0
IRL,Ireland,2014,49.0
IRL,Ireland,2014,10.55
IRL,Ireland,2014,6.24
IRL,Ireland,2014,13.35
IRL,Ireland,2014,13.13
IRL,Ireland,2014,9.04
IRL,Ireland,2014,16.58
IRL,Ireland,2014,0.0
IRL,Ireland,2014,2.8
IRL,Ireland,2014,6.24
IRL,Ireland,2014,1.72
IRL,Ireland,2015,66.0
IRL,Ireland,2015,83.0
IRL,Ireland,2015,0.0
IRL,Ireland,2015,66.0
IRL,Ireland,2015,28.0
IRL,Ireland,2015,46.0
IRL,Ireland,2015,8.0
IRL,Ireland,2015,28.0
IRL,Ireland,2015,12.0
IRL,Ireland,2015,54.0
IRL,Ireland,2015,11.52
IRL,Ireland,2015,5.97
IRL,Ireland,2015,14.08
IRL,Ireland,2015,14.08
IRL,Ireland,2015,9.81
IRL,Ireland,2015,17.7
IRL,Ireland,2015,0.0
IRL,Ireland,2015,2.56
IRL,Ireland,2015,5.97
IRL,Ireland,2015,1.71
IRL,Ireland,2016,66.0
IRL,Ireland,2016,82.0
IRL,Ireland,2016,0.0
IRL,Ireland,2016,70.0
IRL,Ireland,2016,28.0
IRL,Ireland,2016,46.0
IRL,Ireland,2016,8.0
IRL,Ireland,2016,28.0
IRL,Ireland,2016,13.0
IRL,Ireland,2016,57.0
IRL,Ireland,2016,12.03
IRL,Ireland,2016,5.91
IRL,Ireland,2016,14.77
IRL,Ireland,2016,13.92
IRL,Ireland,2016,9.7
IRL,Ireland,2016,17.3
IRL,Ireland,2016,0.0
IRL,Ireland,2016,2.74
IRL,Ireland,2016,5.91
IRL,Ireland,2016,1.69
IRL,Ireland,2017,77.0
IRL,Ireland,2017,92.0
IRL,Ireland,2017,0.0
IRL,Ireland,2017,73.0
IRL,Ireland,2017,28.0
IRL,Ireland,2017,57.0
IRL,Ireland,2017,9.0
IRL,Ireland,2017,28.0
IRL,Ireland,2017,13.0
IRL,Ireland,2017,60.0
IRL,Ireland,2017,5.84
IRL,Ireland,2017,15.23
IRL,Ireland,2017,12.52
IRL,Ireland,2017,16.07
IRL,Ireland,2017,11.89
IRL,Ireland,2017,19.2
IRL,Ireland,2017,0.0
IRL,Ireland,2017,2.71
IRL,Ireland,2017,5.84
IRL,Ireland,2017,1.88
IRL,Ireland,2018,82.0
IRL,Ireland,2018,99.0
IRL,Ireland,2018,0.0
IRL,Ireland,2018,78.0
IRL,Ireland,2018,23.0
IRL,Ireland,2018,49.0
IRL,Ireland,2018,9.0
IRL,Ireland,2018,23.0
IRL,Ireland,2018,13.0
IRL,Ireland,2018,65.0
IRL,Ireland,2018,4.74
IRL,Ireland,2018,16.06
IRL,Ireland,2018,13.38
IRL,Ireland,2018,16.88
IRL,Ireland,2018,10.09
IRL,Ireland,2018,20.38
IRL,Ireland,2018,0.0
IRL,Ireland,2018,2.68
IRL,Ireland,2018,4.74
IRL,Ireland,2018,1.85
IRL,Ireland,2019,105.0
IRL,Ireland,2019,0.0
IRL,Ireland,2019,78.0
IRL,Ireland,2019,29.0
IRL,Ireland,2019,49.0
IRL,Ireland,2019,9.0
IRL,Ireland,2019,29.0
IRL,Ireland,2019,13.0
IRL,Ireland,2019,65.0
IRL,Ireland,2019,5.89
IRL,Ireland,2019,15.85
IRL,Ireland,2019,13.21
IRL,Ireland,2019,9.96
IRL,Ireland,2019,21.34
IRL,Ireland,2019,0.0
IRL,Ireland,2019,2.64
IRL,Ireland,2019,5.89
IRL,Ireland,2019,1.83
ISL,Iceland,2000,2.0
ISL,Iceland,2000,3.0
ISL,Iceland,2000,0.0
ISL,Iceland,2000,3.0
ISL,Iceland,2000,0.0
ISL,Iceland,2000,2.0
ISL,Iceland,2000,4.0
ISL,Iceland,2000,6.0
ISL,Iceland,2000,0.0
ISL,Iceland,2000,0.0
ISL,Iceland,2000,5.0
ISL,Iceland,2000,4.0
ISL,Iceland,2000,4.0
ISL,Iceland,2000,1.0
ISL,Iceland,2000,0.0
ISL,Iceland,2000,4.0
ISL,Iceland,2000,5.0
ISL,Iceland,2000,1.0
ISL,Iceland,2000,7.12
ISL,Iceland,2000,0.0
ISL,Iceland,2000,0.0
ISL,Iceland,2000,17.79
ISL,Iceland,2000,7.12
ISL,Iceland,2000,14.23
ISL,Iceland,2000,14.23
ISL,Iceland,2000,10.68
ISL,Iceland,2000,3.56
ISL,Iceland,2000,3.56
ISL,Iceland,2000,0.0
ISL,Iceland,2000,0.0
ISL,Iceland,2000,14.23
ISL,Iceland,2000,10.68
ISL,Iceland,2000,14.23
ISL,Iceland,2000,21.35
ISL,Iceland,2000,17.79
ISL,Iceland,2000,0.0
ISL,Iceland,2001,2.0
ISL,Iceland,2001,3.0
ISL,Iceland,2001,0.0
ISL,Iceland,2001,4.0
ISL,Iceland,2001,0.0
ISL,Iceland,2001,1.0
ISL,Iceland,2001,2.0
ISL,Iceland,2001,4.0
ISL,Iceland,2001,5.0
ISL,Iceland,2001,0.0
ISL,Iceland,2001,0.0
ISL,Iceland,2001,5.0
ISL,Iceland,2001,4.0
ISL,Iceland,2001,3.0
ISL,Iceland,2001,2.0
ISL,Iceland,2001,0.0
ISL,Iceland,2001,4.0
ISL,Iceland,2001,5.0
ISL,Iceland,2001,7.02
ISL,Iceland,2001,0.0
ISL,Iceland,2001,0.0
ISL,Iceland,2001,17.54
ISL,Iceland,2001,7.02
ISL,Iceland,2001,14.04
ISL,Iceland,2001,14.04
ISL,Iceland,2001,14.04
ISL,Iceland,2001,7.02
ISL,Iceland,2001,3.51
ISL,Iceland,2001,0.0
ISL,Iceland,2001,0.0
ISL,Iceland,2001,14.04
ISL,Iceland,2001,10.53
ISL,Iceland,2001,10.53
ISL,Iceland,2001,17.54
ISL,Iceland,2001,17.54
ISL,Iceland,2001,0.0
ISL,Iceland,2002,3.0
ISL,Iceland,2002,3.0
ISL,Iceland,2002,0.0
ISL,Iceland,2002,5.0
ISL,Iceland,2002,0.0
ISL,Iceland,2002,1.0
ISL,Iceland,2002,2.0
ISL,Iceland,2002,4.0
ISL,Iceland,2002,6.0
ISL,Iceland,2002,0.0
ISL,Iceland,2002,0.0
ISL,Iceland,2002,5.0
ISL,Iceland,2002,4.0
ISL,Iceland,2002,4.0
ISL,Iceland,2002,2.0
ISL,Iceland,2002,0.0
ISL,Iceland,2002,4.0
ISL,Iceland,2002,5.0
ISL,Iceland,2002,10.42
ISL,Iceland,2002,0.0
ISL,Iceland,2002,0.0
ISL,Iceland,2002,17.36
ISL,Iceland,2002,6.94
ISL,Iceland,2002,13.89
ISL,Iceland,2002,13.89
ISL,Iceland,2002,17.36
ISL,Iceland,2002,6.94
ISL,Iceland,2002,3.47
ISL,Iceland,2002,0.0
ISL,Iceland,2002,0.0
ISL,Iceland,2002,13.89
ISL,Iceland,2002,10.42
ISL,Iceland,2002,13.89
ISL,Iceland,2002,20.83
ISL,Iceland,2002,17.36
ISL,Iceland,2002,0.0
ISL,Iceland,2003,3.0
ISL,Iceland,2003,3.0
ISL,Iceland,2003,0.0
ISL,Iceland,2003,5.0
ISL,Iceland,2003,0.0
ISL,Iceland,2003,1.0
ISL,Iceland,2003,2.0
ISL,Iceland,2003,4.0
ISL,Iceland,2003,6.0
ISL,Iceland,2003,0.0
ISL,Iceland,2003,0.0
ISL,Iceland,2003,5.0
ISL,Iceland,2003,4.0
ISL,Iceland,2003,4.0
ISL,Iceland,2003,2.0
ISL,Iceland,2003,0.0
ISL,Iceland,2003,4.0
ISL,Iceland,2003,5.0
ISL,Iceland,2003,10.34
ISL,Iceland,2003,0.0
ISL,Iceland,2003,0.0
ISL,Iceland,2003,17.24
ISL,Iceland,2003,6.9
ISL,Iceland,2003,13.79
ISL,Iceland,2003,13.79
ISL,Iceland,2003,17.24
ISL,Iceland,2003,6.9
ISL,Iceland,2003,3.45
ISL,Iceland,2003,0.0
ISL,Iceland,2003,0.0
ISL,Iceland,2003,13.79
ISL,Iceland,2003,10.34
ISL,Iceland,2003,13.79
ISL,Iceland,2003,20.69
ISL,Iceland,2003,17.24
ISL,Iceland,2003,0.0
ISL,Iceland,2004,3.0
ISL,Iceland,2004,3.0
ISL,Iceland,2004,0.0
ISL,Iceland,2004,0.0
ISL,Iceland,2004,6.0
ISL,Iceland,2004,1.0
ISL,Iceland,2004,2.0
ISL,Iceland,2004,4.0
ISL,Iceland,2004,5.0
ISL,Iceland,2004,0.0
ISL,Iceland,2004,0.0
ISL,Iceland,2004,5.0
ISL,Iceland,2004,4.0
ISL,Iceland,2004,3.0
ISL,Iceland,2004,3.0
ISL,Iceland,2004,0.0
ISL,Iceland,2004,4.0
ISL,Iceland,2004,5.0
ISL,Iceland,2004,10.27
ISL,Iceland,2004,0.0
ISL,Iceland,2004,0.0
ISL,Iceland,2004,17.12
ISL,Iceland,2004,6.85
ISL,Iceland,2004,13.7
ISL,Iceland,2004,13.7
ISL,Iceland,2004,20.55
ISL,Iceland,2004,10.27
ISL,Iceland,2004,3.42
ISL,Iceland,2004,0.0
ISL,Iceland,2004,0.0
ISL,Iceland,2004,13.7
ISL,Iceland,2004,10.27
ISL,Iceland,2004,10.27
ISL,Iceland,2004,17.12
ISL,Iceland,2004,17.12
ISL,Iceland,2004,0.0
ISL,Iceland,2005,3.0
ISL,Iceland,2005,3.0
ISL,Iceland,2005,0.0
ISL,Iceland,2005,0.0
ISL,Iceland,2005,6.0
ISL,Iceland,2005,1.0
ISL,Iceland,2005,3.0
ISL,Iceland,2005,4.0
ISL,Iceland,2005,7.0
ISL,Iceland,2005,0.0
ISL,Iceland,2005,0.0
ISL,Iceland,2005,5.0
ISL,Iceland,2005,4.0
ISL,Iceland,2005,4.0
ISL,Iceland,2005,3.0
ISL,Iceland,2005,0.0
ISL,Iceland,2005,4.0
ISL,Iceland,2005,5.0
ISL,Iceland,2005,10.1
ISL,Iceland,2005,0.0
ISL,Iceland,2005,0.0
ISL,Iceland,2005,16.84
ISL,Iceland,2005,10.1
ISL,Iceland,2005,13.47
ISL,Iceland,2005,13.47
ISL,Iceland,2005,20.2
ISL,Iceland,2005,10.1
ISL,Iceland,2005,3.37
ISL,Iceland,2005,0.0
ISL,Iceland,2005,0.0
ISL,Iceland,2005,13.47
ISL,Iceland,2005,10.1
ISL,Iceland,2005,13.47
ISL,Iceland,2005,23.57
ISL,Iceland,2005,16.84
ISL,Iceland,2005,0.0
ISL,Iceland,2006,3.0
ISL,Iceland,2006,3.0
ISL,Iceland,2006,0.0
ISL,Iceland,2006,0.0
ISL,Iceland,2006,6.0
ISL,Iceland,2006,1.0
ISL,Iceland,2006,3.0
ISL,Iceland,2006,4.0
ISL,Iceland,2006,8.0
ISL,Iceland,2006,0.0
ISL,Iceland,2006,0.0
ISL,Iceland,2006,5.0
ISL,Iceland,2006,4.0
ISL,Iceland,2006,5.0
ISL,Iceland,2006,3.0
ISL,Iceland,2006,0.0
ISL,Iceland,2006,4.0
ISL,Iceland,2006,5.0
ISL,Iceland,2006,9.87
ISL,Iceland,2006,0.0
ISL,Iceland,2006,0.0
ISL,Iceland,2006,16.45
ISL,Iceland,2006,9.87
ISL,Iceland,2006,13.16
ISL,Iceland,2006,13.16
ISL,Iceland,2006,19.74
ISL,Iceland,2006,9.87
ISL,Iceland,2006,3.29
ISL,Iceland,2006,0.0
ISL,Iceland,2006,0.0
ISL,Iceland,2006,13.16
ISL,Iceland,2006,9.87
ISL,Iceland,2006,16.45
ISL,Iceland,2006,26.32
ISL,Iceland,2006,16.45
ISL,Iceland,2006,0.0
ISL,Iceland,2007,3.0
ISL,Iceland,2007,3.0
ISL,Iceland,2007,0.0
ISL,Iceland,2007,0.0
ISL,Iceland,2007,6.0
ISL,Iceland,2007,1.0
ISL,Iceland,2007,3.0
ISL,Iceland,2007,4.0
ISL,Iceland,2007,10.0
ISL,Iceland,2007,0.0
ISL,Iceland,2007,0.0
ISL,Iceland,2007,5.0
ISL,Iceland,2007,4.0
ISL,Iceland,2007,7.0
ISL,Iceland,2007,3.0
ISL,Iceland,2007,0.0
ISL,Iceland,2007,4.0
ISL,Iceland,2007,5.0
ISL,Iceland,2007,9.62
ISL,Iceland,2007,0.0
ISL,Iceland,2007,0.0
ISL,Iceland,2007,16.03
ISL,Iceland,2007,9.62
ISL,Iceland,2007,12.82
ISL,Iceland,2007,12.82
ISL,Iceland,2007,19.23
ISL,Iceland,2007,9.62
ISL,Iceland,2007,3.21
ISL,Iceland,2007,0.0
ISL,Iceland,2007,0.0
ISL,Iceland,2007,12.82
ISL,Iceland,2007,9.62
ISL,Iceland,2007,22.44
ISL,Iceland,2007,32.05
ISL,Iceland,2007,16.03
ISL,Iceland,2007,0.0
ISL,Iceland,2008,3.0
ISL,Iceland,2008,3.0
ISL,Iceland,2008,0.0
ISL,Iceland,2008,0.0
ISL,Iceland,2008,6.0
ISL,Iceland,2008,1.0
ISL,Iceland,2008,3.0
ISL,Iceland,2008,4.0
ISL,Iceland,2008,10.0
ISL,Iceland,2008,0.0
ISL,Iceland,2008,0.0
ISL,Iceland,2008,5.0
ISL,Iceland,2008,4.0
ISL,Iceland,2008,7.0
ISL,Iceland,2008,3.0
ISL,Iceland,2008,0.0
ISL,Iceland,2008,4.0
ISL,Iceland,2008,5.0
ISL,Iceland,2008,9.46
ISL,Iceland,2008,0.0
ISL,Iceland,2008,22.08
ISL,Iceland,2008,0.0
ISL,Iceland,2008,15.77
ISL,Iceland,2008,9.46
ISL,Iceland,2008,12.62
ISL,Iceland,2008,12.62
ISL,Iceland,2008,18.93
ISL,Iceland,2008,9.46
ISL,Iceland,2008,3.15
ISL,Iceland,2008,0.0
ISL,Iceland,2008,0.0
